resume_text,category
"HR Generalist with 11+ years of experience specializing in Interviewing, Recruitment, Onboarding.
Skills: Interviewing, Recruitment, Onboarding, HRIS, Employee Relations
Experience: 11 years as HR Generalist. Improved processes resulting in measurable gains. Led a team to deliver projects on time and within budget.
Education: Master's",hr
"ML Engineer with 1+ years of experience specializing in SQL, scikit-learn, Pandas.
Skills: SQL, scikit-learn, Pandas
Experience: 1 years as ML Engineer. Designed and implemented key features and services. Led a team to deliver projects on time and within budget. Analyzed data to drive decision-making.
Education: PhD",data_science
"Product Designer with 19+ years of experience specializing in Illustrator, Sketch, Figma.
Skills: Illustrator, Sketch, Figma, Adobe Photoshop, UX Research, Prototyping
Experience: 19 years as Product Designer. Collaborated across teams to achieve business goals. Improved processes resulting in measurable gains.
Education: Master's",design
"Software Engineer with 15+ years of experience specializing in Java, REST, AWS.
Skills: Java, REST, AWS, C++, Kubernetes, SQL
Experience: 15 years as Software Engineer. Collaborated across teams to achieve business goals. Analyzed data to drive decision-making.
Education: PhD",software
"HR Generalist with 13+ years of experience specializing in Recruitment, Employee Relations, Onboarding.
Skills: Recruitment, Employee Relations, Onboarding, Interviewing, HRIS
Experience: 13 years as HR Generalist. Led a team to deliver projects on time and within budget. Improved processes resulting in measurable gains. Collaborated across teams to achieve business goals.
Education: Bachelor's",hr
"Product Designer with 6+ years of experience specializing in Figma, Prototyping, Sketch.
Skills: Figma, Prototyping, Sketch, Illustrator, Adobe Photoshop, UX Research
Experience: 6 years as Product Designer. Improved processes resulting in measurable gains. Designed and implemented key features and services. Analyzed data to drive decision-making.
Education: Master's",design
"Investment Analyst with 17+ years of experience specializing in SQL, Excel, Financial Modeling.
Skills: SQL, Excel, Financial Modeling, Accounting, Risk Analysis, Forecasting
Experience: 17 years as Investment Analyst. Analyzed data to drive decision-making.
Education: Bachelor's",finance
"ML Engineer with 8+ years of experience specializing in scikit-learn, NumPy, Python.
Skills: scikit-learn, NumPy, Python, Pandas, Data Visualization, R, TensorFlow, SQL
Experience: 8 years as ML Engineer. Analyzed data to drive decision-making.
Education: Associate",data_science
"SRE with 3+ years of experience specializing in Kubernetes, Python, SQL.
Skills: Kubernetes, Python, SQL, REST
Experience: 3 years as SRE. Improved processes resulting in measurable gains. Led a team to deliver projects on time and within budget. Collaborated across teams to achieve business goals.
Education: Bachelor's",software
"Marketing Specialist with 9+ years of experience specializing in Copywriting, Social Media, Content Marketing.
Skills: Copywriting, Social Media, Content Marketing, Google Analytics, SEO, Email Marketing
Experience: 9 years as Marketing Specialist. Designed and implemented key features and services.
Education: Master's",marketing
"Content Strategist with 2+ years of experience specializing in Google Analytics, Email Marketing, SEO.
Skills: Google Analytics, Email Marketing, SEO
Experience: 2 years as Content Strategist. Led a team to deliver projects on time and within budget.
Education: High School",marketing
"Accountant with 2+ years of experience specializing in SQL, Excel, Forecasting.
Skills: SQL, Excel, Forecasting
Experience: 2 years as Accountant. Collaborated across teams to achieve business goals. Led a team to deliver projects on time and within budget. Designed and implemented key features and services.
Education: Associate",finance
"Data Analyst with 8+ years of experience specializing in Python, Data Visualization, TensorFlow.
Skills: Python, Data Visualization, TensorFlow, NumPy
Experience: 8 years as Data Analyst. Led a team to deliver projects on time and within budget. Collaborated across teams to achieve business goals.
Education: Master's",data_science
"Financial Analyst with 16+ years of experience specializing in Excel, Accounting, Financial Modeling.
Skills: Excel, Accounting, Financial Modeling, Forecasting, SQL, Risk Analysis
Experience: 16 years as Financial Analyst. Led a team to deliver projects on time and within budget.
Education: High School",finance
"UX Designer with 15+ years of experience specializing in Sketch, Prototyping, Adobe Photoshop.
Skills: Sketch, Prototyping, Adobe Photoshop, Figma, UX Research, Illustrator
Experience: 15 years as UX Designer. Analyzed data to drive decision-making.
Education: Bachelor's",design
"Sales Executive with 17+ years of experience specializing in Prospecting, CRM, Lead Generation.
Skills: Prospecting, CRM, Lead Generation, Salesforce, Negotiation
Experience: 17 years as Sales Executive. Improved processes resulting in measurable gains. Analyzed data to drive decision-making. Led a team to deliver projects on time and within budget.
Education: Associate",sales
"Visual Designer with 1+ years of experience specializing in Prototyping, Figma, UX Research.
Skills: Prototyping, Figma, UX Research, Adobe Photoshop, Sketch, Illustrator
Experience: 1 years as Visual Designer. Collaborated across teams to achieve business goals. Improved processes resulting in measurable gains.
Education: Bachelor's",design
"Sales Executive with 12+ years of experience specializing in Lead Generation, Prospecting, Negotiation.
Skills: Lead Generation, Prospecting, Negotiation
Experience: 12 years as Sales Executive. Analyzed data to drive decision-making.
Education: High School",sales
"Backend Developer with 6+ years of experience specializing in Linux, Java, Git.
Skills: Linux, Java, Git
Experience: 6 years as Backend Developer. Improved processes resulting in measurable gains.
Education: PhD",software
"Product Designer with 18+ years of experience specializing in Illustrator, Adobe Photoshop, Sketch.
Skills: Illustrator, Adobe Photoshop, Sketch, Prototyping
Experience: 18 years as Product Designer. Improved processes resulting in measurable gains. Analyzed data to drive decision-making. Led a team to deliver projects on time and within budget.
Education: Associate",design
"Product Designer with 16+ years of experience specializing in Adobe Photoshop, Illustrator, Prototyping.
Skills: Adobe Photoshop, Illustrator, Prototyping, Figma
Experience: 16 years as Product Designer. Led a team to deliver projects on time and within budget. Improved processes resulting in measurable gains.
Education: High School",design
"HR Manager with 11+ years of experience specializing in Recruitment, Onboarding, HRIS.
Skills: Recruitment, Onboarding, HRIS, Interviewing, Employee Relations
Experience: 11 years as HR Manager. Improved processes resulting in measurable gains. Led a team to deliver projects on time and within budget.
Education: Master's",hr
"Financial Analyst with 14+ years of experience specializing in Accounting, Excel, Forecasting.
Skills: Accounting, Excel, Forecasting, SQL, Risk Analysis, Financial Modeling
Experience: 14 years as Financial Analyst. Designed and implemented key features and services.
Education: Associate",finance
"Visual Designer with 1+ years of experience specializing in Illustrator, UX Research, Prototyping.
Skills: Illustrator, UX Research, Prototyping, Sketch, Figma, Adobe Photoshop
Experience: 1 years as Visual Designer. Designed and implemented key features and services. Analyzed data to drive decision-making.
Education: Master's",design
"Visual Designer with 1+ years of experience specializing in UX Research, Prototyping, Illustrator.
Skills: UX Research, Prototyping, Illustrator, Adobe Photoshop
Experience: 1 years as Visual Designer. Improved processes resulting in measurable gains. Designed and implemented key features and services.
Education: Associate",design
"Software Engineer with 18+ years of experience specializing in Python, Git, REST.
Skills: Python, Git, REST, AWS
Experience: 18 years as Software Engineer. Led a team to deliver projects on time and within budget. Designed and implemented key features and services. Improved processes resulting in measurable gains.
Education: Master's",software
